Video_ID,Channel_ID,Channel Name,Subscriber Count,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,cluster,Channel_Weight
pOt30zljCYg,UCGSLwd21qtaUh3mF-5X8b4A,Olivia Ortiz,127000.0,0.59,0.0,0.83,0.73,0.65,0.0,1.01,0.77,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.34,1.0,0.0004682024489114802
pQqcWZCvt1o,UCPNBc7ZRwmgk1I6j_lenAfw,The Love Train Nation,23900.0,0.62,0.69,0.0,0.0,0.12,1.42,0.32,0.0,0.12,0.0,1.27,0.46,0.0,0.0,1.13,2.51,0.89,1.0,0.00010924723807934537
pRuQHFmwfbo,UCGEuAIsJLs7hTUAZ_0JNNyA,MAVIC TV USA,2570.0,0.33,0.1366666666666667,0.1433333333333333,0.0,0.88,0.6933333333333334,0.15,1.1466666666666667,1.2,1.2666666666666666,0.1733333333333333,0.5333333333333333,0.71,0.4966666666666666,0.1533333333333333,0.1633333333333333,0.6233333333333334,1.0,0.0010924723807934538
pSZY47YY_AI,UCaGbxfCf3D4pwjR2kXTYhZg,D&J TV,21400.0,1.346666666666667,0.67,0.3366666666666666,1.8433333333333333,0.0,1.2966666666666666,0.0,1.5666666666666664,0.4833333333333334,1.55,0.87,1.346666666666667,0.0,0.9866666666666668,0.3133333333333333,0.0,0.36,1.0,0.00040967714279754517
pVi_0uV4oO4,UCYY2mNcq7pv6IRW92JIT6DA,The Juicy Vlog,583000.0,0.1766666666666666,0.0,0.4833333333333333,0.0433333333333333,0.9866666666666668,1.3433333333333335,1.07,0.9566666666666668,1.06,0.4666666666666666,0.1733333333333333,0.6499999999999999,0.84,0.0633333333333333,1.36,0.0499999999999999,0.6566666666666666,0.0,0.00014249639749479832
pXNjpmV79xY,UCsfUASBEZR8ABdma0ee8Zbg,Jay Cee Max,49700.0,0.34,0.0,0.0,1.42,0.01,0.0,0.0,0.36,0.67,0.0,0.68,3.28,0.0,0.0,0.0,4.61,0.0,1.0,0.0005462361903967269
pYglfEMYj68,UCxLf1jDD8b2VH8cgKOhtUXw,The Egypino Couple,482.0,,,,,,,,,,,,,,,,,,,0.0010924723807934538
pZ9JIf7Tqb4,UCBLepDOut_qiOetyDqLBmKw,Oppa Jinyong,120000.0,,,,,,,,,,,,,,,,,,,0.0008193542855950903
pZCZT41ikYs,UC94bSvWltDS6I0U_u7mn8VQ,Two Broskis,24800.0,0.4966666666666666,0.0,0.6233333333333334,0.3966666666666666,1.2666666666666666,1.74,0.11,1.57,1.4799999999999998,0.3899999999999999,0.2433333333333333,0.84,0.8666666666666667,0.33,0.7633333333333333,0.5966666666666667,0.2,0.0,0.00036415746026448456
pa9NtmUtI9Q,UC23SG4XKkSrbhz-bZ2f5Mfw,123JAPAN!,629000.0,,,,,,,,,,,,,,,,,,,0.0002341012244557401
paUexVQQ_0Y,UCdJAmuo-KkgcJvSoQjPxAWg,Ash and Kels,32200.0,0.515,0.0,0.0,0.585,0.45,0.0,0.38,0.37,0.605,0.41,0.14,0.0,0.41,0.105,0.405,0.7,0.0,1.0,0.00032774171423803616
pcJ4LAgfevg,UC1Vtf3OTZatknIne-a-5LKg,AlixGrace ,2990.0,,,,,,,,,,,,,,,,,,,0.0008193542855950903
pfFdYPD3tyM,UCwmjQLxUeYS2qxpNH8cF0Rw,BossD3nnis,15000.0,,,,,,,,,,,,,,,,,,,0.0002521090109523355
pgMFAbT66Xs,UC9b5vUlohoM_Gli7NKzpHkg,The Eftimies,11700.0,,,,,,,,,,,,,,,,,,,0.0008193542855950903
pgyCi7W-gbg,UCUB6A2YY9soreMGNwDLh-zw,Combat Arms Channel,589000.0,1.18,0.0,0.21,0.0,0.48,0.71,0.68,0.0,0.26,0.66,0.3,0.97,0.62,0.0,0.17,1.16,0.15,1.0,0.0008193542855950903
pgyfXG8mmtw,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,1230000.0,0.1157142857142857,0.0614285714285714,0.2514285714285714,0.2842857142857143,1.0685714285714285,1.1371428571428572,0.2042857142857143,0.8057142857142857,1.0857142857142856,1.042857142857143,0.0157142857142857,0.2799999999999999,0.4228571428571429,0.0671428571428571,1.0285714285714287,0.2342857142857143,0.1142857142857143,1.0,2.074314647076178e-05
phG_X5ks5xI,UCpTCjuNOcqSyjvmu1sEES4w,The Stepanov Family,33900.0,,,,,,,,,,,,,,,,,,,0.0010924723807934538
piY6UPFcg4E,UCbn5xzRrAOY9DWJlbyPBsvg,Joel and Emilia,257000.0,0.42,0.02,0.0,1.975,0.04,0.0,0.0,0.0,0.72,0.81,0.0,0.0,0.0,0.16,0.0,0.0,0.0,1.0,0.00040967714279754517
pikBCAGvTQQ,UCzjxQJtI4GqGaBwFagqv1AQ,Shev and Dev,560000.0,0.2,0.0,1.035,0.585,2.305,2.695,0.205,2.215,1.88,1.19,0.0,0.0,0.905,0.0,2.4,0.0,0.0,0.0,0.00036415746026448456
pj8e1qh_pFw,UCO5Jeark1e_JP36mY3ua19g,The Commodity,98300.0,0.43,0.0,0.53,0.0,1.315,1.235,1.14,1.065,1.025,1.425,0.465,0.7749999999999999,1.245,0.115,0.41,0.22,0.0,0.0,6.18380592901955e-05
plIRuVCIHoo,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,1230000.0,0.345,0.08,0.6075,0.4825,0.565,0.1075,0.1,0.8300000000000001,0.57,0.1925,0.25,0.0,0.375,0.0,0.9975,1.3675000000000002,0.3199999999999999,1.0,2.074314647076178e-05
plrmKm8s24E,UCoQWcwy-nYVG6Er9VxyxJJA,Avelovinit,364000.0,,,,,,,,,,,,,,,,,,,0.0006554834284760723
pluh28qwVSU,UCLNoXf8gq6vhwsrYp-l0J-Q,Xiaomanyc 小马在纽约,6770000.0,0.5,0.0,0.0,0.02,2.1766666666666667,3.1633333333333336,1.32,1.893333333333333,1.2033333333333334,1.3133333333333332,0.3566666666666667,0.0866666666666666,0.8566666666666668,0.0066666666666666,1.67,0.68,0.0166666666666666,0.0,0.00021849447615869075
poCFGyWuPAI,UCNDk_kGqNSg60VNnzSeym_g,Chai Travel,95300.0,0.01,0.095,0.15,0.0,1.14,1.19,0.55,0.665,1.435,0.855,0.005,0.0,0.055,0.0,2.155,1.41,0.265,0.0,0.00040967714279754517
poP4WEHiHFg,UCatYGXWCXRt_0XLLKv1hkUw,Always Be Changing,501000.0,0.7150000000000001,0.2275,0.06,0.8425,0.5125000000000001,0.2625,0.0,1.475,1.61,0.92,0.0,0.0,0.4075,0.225,0.7375,0.3925,0.4,1.0,0.0002341012244557401
pod4UBLV_so,UCnPg1XCi1ZY7TbL3Yru__FQ,Squared,940000.0,,,,,,,,,,,,,,,,,,,0.0010924723807934538
ppw15KnP5ZI,UC4ypznkS1QNOSTxLOScKG6A,Irene_Eneri,1850.0,,,,,,,,,,,,,,,,,,,0.0008193542855950903
pqEiNd-BodQ,UCWMl6Xw3M37ti_C964vmYvg,Delish,1260000.0,3.55,3.63,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.11,0.0,0.0,0.33,0.0,0.0,2.0,0.0016387085711901807
ps_futMHK_w,UCswuss4ouZ293r024xXpiIg,THE SKWAD,38200.0,0.8266666666666667,0.8833333333333333,0.1866666666666666,2.07,0.45,1.1,0.1333333333333333,0.4599999999999999,1.1033333333333333,0.7666666666666666,1.923333333333333,0.3666666666666667,0.13,0.0966666666666666,2.44,0.64,0.2799999999999999,2.0,0.0004682024489114802
puxKH-_9xGM,UCLt0VD58m_3DpKVrrfkGAcA,Doug Barnard,636000.0,1.03,0.46,1.72,1.15,1.93,2.05,0.41,1.85,1.74,0.65,0.0,0.34,0.0,0.48,1.27,0.94,0.0,0.0,0.0010924723807934538
pyUP952W988,UC3PVtkwtqwCD4LEPguBEADA,Mia Sandoval,395000.0,5.0,5.0,0.0,5.0,0.3,5.0,0.0,0.85,0.23,0.96,3.53,0.24,0.67,1.19,1.39,4.29,0.0,2.0,0.00011705061222787004
pzATTm3D-30,UCWjSwkIn2gGgETcZZYaO-6g,RETIRING IN PARADISE,17000.0,2.36,0.34,0.58,1.99,1.03,2.54,0.0,0.78,0.93,0.0,1.09,0.12,1.04,0.0,0.0,0.0,0.01,1.0,8.62478195363253e-05
q-ZoD7nfwnk,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,311000.0,,,,,,,,,,,,,,,,,,,2.621933713904289e-05
q0jiplnLE6A,UCwmjQLxUeYS2qxpNH8cF0Rw,BossD3nnis,15000.0,1.67,1.035,0.635,0.365,0.7,0.705,0.025,1.74,1.535,1.345,0.0,0.095,0.0,0.0,1.415,0.0,0.5,0.0,0.0002521090109523355
q14xrmd8R6s,UCkaZoLnf0cJu6Peegep7AHQ,RapidVisa,19800.0,,,,,,,,,,,,,,,,,,,0.0006554834284760723
q16j0aCbC-A,UCuQn8TDdvfdx6vtkvf3ZfeA,INTERVIEWS AROUND THE WORLD ,5700.0,0.18,0.0,0.56,0.0,1.66,1.07,0.0,1.22,2.58,0.85,0.0,0.0,0.11,0.0,2.66,0.59,0.07,0.0,0.0006554834284760723
q2lXryDiXLk,UCKLlmM881k4QZN-iUAFIQfw,Susie in the Philippines,128000.0,,,,,,,,,,,,,,,,,,,0.00013109668569521446
q3ITD7_5zXU,UCQYkvXhPNaRxlu-jAI5_5Zg,LeRoc Living Our Life Philippines,1240.0,,,,,,,,,,,,,,,,,,,0.00010572313362517294
q4a7AtJTjGQ,UCVv-y0k91qAA-uI_K46UBvg,Dabble and Travel,583000.0,,,,,,,,,,,,,,,,,,,0.00013109668569521446
q5Y4j8oBtRY,UC4S7Ca53tVPuNQhAJKxzlzw,FINIX,202000.0,0.4525,0.055,0.59,0.2725,0.325,0.3974999999999999,0.205,0.9125,0.6525,0.365,0.7225,0.1875,1.0825,0.0,1.1175,0.1999999999999999,0.4775,1.0,0.0008193542855950903
q7GvJdxx8v4,UCQXBq7djFA_xTSVgNGLJ0LQ,Let's Meet Abroad,109000.0,0.0,0.21,0.0,1.2,1.86,1.93,0.38,1.95,2.54,1.77,0.0,0.0,0.26,0.0,3.77,2.03,0.0,0.0,0.0005462361903967269
q7QzU8Q4ocE,UCKie0svsFyBBsKaQIA4hx-w,American Entrepreneur in the Philippines,9850.0,0.67,0.0,0.0,0.0,1.78,1.88,0.8,2.0,2.92,0.09,0.04,0.0,0.56,0.34,2.09,0.0,0.0,0.0,0.00020483857139877258
q7w7QXvUVEw,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,1230000.0,0.187,0.048,0.377,0.41,0.772,0.86,0.231,1.138,1.176,1.268,0.3969999999999999,0.0699999999999999,0.069,0.119,0.71,0.295,0.213,1.0,2.074314647076178e-05
q86_2e-nnqE,UCRzBNJTsBe2rq6pkyXeaj1A,TriFate Lifestyle,161000.0,1.77,0.35,1.23,0.18,1.61,2.49,0.36,1.27,1.65,2.47,0.0,0.0,1.22,0.0,1.12,0.75,1.6,0.0,0.0001724956390726506
q9KqyXi6IRM,UCO5Jeark1e_JP36mY3ua19g,The Commodity,98300.0,0.025,0.0,0.0,1.305,0.525,0.0,0.02,1.505,0.685,0.1699999999999999,1.53,0.12,0.755,0.685,0.78,1.395,0.0,1.0,6.18380592901955e-05
q9lM70QYN78,UCAzXqFoW1Y7KDqwZ1x5m9EA,Fight Commentary Breakdowns,228000.0,,,,,,,,,,,,,,,,,,,0.0016387085711901807
qFcd1RYcufE,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,1230000.0,1.8966666666666665,2.2266666666666666,0.73,2.8166666666666664,0.41,0.0,0.0033333333333333,0.5566666666666666,0.9566666666666668,0.4199999999999999,0.3999999999999999,0.13,0.0,0.0,1.413333333333333,0.5933333333333334,0.0,2.0,2.074314647076178e-05
qGs-DWaJS3I,UCeguYg1beQ9CiAh8SYyh4jQ,Eileen Aldis,132000.0,1.7000000000000002,0.92,0.81,0.64,0.925,1.365,0.525,2.01,1.085,2.85,0.28,0.72,0.0,0.0,1.185,1.73,0.575,0.0,0.0006554834284760723
qGwibq3JTdI,UCyEd6QBSgat5kkC6svyjudA,Mark Wiens,11400000.0,,,,,,,,,,,,,,,,,,,0.00032774171423803616
qGz31Hy9jxw,UC6tTTsFKifxEhOIMI2HtLeQ,Jelena Kopilec,173000.0,,,,,,,,,,,,,,,,,,,0.00036415746026448456
qIbwMzcY-Fs,UCbfLaTfmCeR2aykiRSGBbTQ,Katriinka,536000.0,0.575,0.195,0.0,1.105,0.8049999999999999,0.65,0.0,0.7699999999999999,1.94,1.895,0.24,0.14,0.545,0.305,1.44,0.505,0.37,0.0,0.00027311809519836344
qJVr5xOoQGo,UCnPg1XCi1ZY7TbL3Yru__FQ,Squared,940000.0,,,,,,,,,,,,,,,,,,,0.0010924723807934538
qJjZNfhWbiw,UCprn4bngJwsHKitrtVDTK5Q,Pierre Lendo,335.0,1.12,0.0,1.18,0.46,0.0,0.0,0.37,0.91,0.0,0.19,1.04,0.81,0.0,0.0,0.0,0.0,0.0,1.0,0.0016387085711901807
qKfeGCqI1Nk,UC1LiTfGNZiweSTu8_NFVi1g,찬우살이,767000.0,1.13,1.27,1.59,1.55,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,1.28,0.0,1.0,0.0010924723807934538
qMmHIjfF4d0,UCLt0VD58m_3DpKVrrfkGAcA,Doug Barnard,636000.0,0.0,0.0,0.73,0.84,1.65,2.54,0.75,0.0,0.0,0.0,3.86,0.06,0.0,0.0,1.23,0.0,0.0,1.0,0.0010924723807934538
qMwRJXEZJ6k,UCSjiVW9NV-mcJJ1t6RbMh7A,Down Under Visa,2650.0,,,,,,,,,,,,,,,,,,,0.00014249639749479832
qNK6fd81u2I,UCl4I_ztLWgW8ybm9M0n1pyg,Nic & Rei,14700.0,0.97,0.57,0.0,0.0,0.99,1.33,0.0,1.23,2.01,1.27,0.0,0.09,0.0,0.06,0.21,0.0,0.71,0.0,0.00010572313362517294
qNflC8kvKjE,UCAxCIp9ngVqLFSDtX5o4LXw,"CebuWomen,com",20900.0,,,,,,,,,,,,,,,,,,,0.0008193542855950903
qPIzoLmZwsk,UCuNKAAuJjj6Rnqua8miiO8w,Loloy meets Hyojina횰로커플,219000.0,0.345,0.055,0.0,0.92,0.535,0.535,0.5,0.625,0.255,0.0,1.005,0.155,0.585,0.08,0.0,0.0,0.0,1.0,0.0008193542855950903
qPLQ2AR_Cu8,UCZemRLjTG7_Iz1O5mYOTv5w,Travelling Yearbook,7910.0,1.28,0.51,0.37,1.21,0.0,0.0,0.04,0.03,0.0,0.0,0.16,1.47,0.0,1.12,0.0,5.0,0.24,1.0,0.0008193542855950903
qRD-e9S9IgU,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,1230000.0,0.26,0.0,0.735,0.315,0.125,0.725,0.0,0.655,0.025,0.0,0.0,0.0,0.0,0.0,0.415,0.135,0.195,1.0,2.074314647076178e-05
qRd5BG4FSA8,UCrrc2wG-F1mPuah_Lb7FJvg,켈리벨스Kellybells,3400.0,0.48,0.0,0.44,0.196,0.694,0.482,0.398,1.1720000000000002,0.8400000000000001,0.2599999999999999,0.186,0.204,0.258,0.0,0.412,0.1399999999999999,0.188,1.0,0.00040967714279754517
qX5hBgRIG8Q,UCc6RY7ZDvJIl_MTdyX7QP3w,blogTO,61300.0,0.445,0.0,0.0,0.785,1.13,0.62,0.14,1.015,1.4900000000000002,1.81,0.26,1.28,0.59,0.0,1.52,0.27,0.035,0.0,0.0010924723807934538
qY-Y3dr76K8,UCKd9gq6eJCV7j5FO75q2_Fg,Frank,23800.0,,,,,,,,,,,,,,,,,,,0.0002979470129436692
qY4fwe4_FDA,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,311000.0,,,,,,,,,,,,,,,,,,,2.621933713904289e-05
qYdctclNUjo,UC9I_iB31MrxbvFSJKaZiHqw,The Bing Buzz,63300.0,0.825,0.685,0.02,0.9,1.07,1.53,0.705,1.625,1.88,0.53,0.26,0.0,0.465,0.235,2.015,0.535,0.065,0.0,0.0010924723807934538
qZgAQP1EhPY,UCYr4VTQfBpXrccQw_H2S8RA,JUICY REACTS,318000.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.8500000000000001,0.0,0.245,0.325,0.09,0.0,0.0,0.995,1.3199999999999998,0.65,1.0,0.00012138582008816153
q_brJ0LF58Q,UCVv-y0k91qAA-uI_K46UBvg,Dabble and Travel,583000.0,,,,,,,,,,,,,,,,,,,0.00013109668569521446
qbISQ7JAYBU,UCIpnQnRBlaNqDa-Di0DsHyw,Tengkers World [PHIL-KOR Family],202000.0,1.395,0.21,0.875,1.725,0.0,0.0,0.885,0.35,0.04,0.07,1.665,0.0,0.0,0.73,0.3,1.145,0.16,1.0,0.0005462361903967269
qe16IBUcZmY,UCbfLaTfmCeR2aykiRSGBbTQ,Katriinka,536000.0,0.0,0.0,0.37,0.0,0.945,1.66,0.985,0.59,0.88,0.325,0.105,0.225,0.175,0.335,1.045,1.145,1.405,1.0,0.00027311809519836344
qeIaAt1wEdo,UCau87M9DnzSL5iDE9f4uVKQ,Scott Auchterlonie Music,77300.0,,,,,,,,,,,,,,,,,,,0.0004682024489114802
qfbf05K7iZo,UC7HxIb6bY4-ymtAOS_MGsOw,VI3ION,606000.0,0.954,0.2319999999999999,0.374,1.556,0.522,0.376,0.068,0.2259999999999999,0.408,0.008,0.26,0.8140000000000001,0.996,0.086,0.5599999999999999,0.524,0.014,1.0,0.0001560674829704934
qgWHYyIYy2Q,UCQYkvXhPNaRxlu-jAI5_5Zg,LeRoc Living Our Life Philippines,1240.0,,,,,,,,,,,,,,,,,,,0.00010572313362517294
qjUo60HwVuo,UCm3CG7lhRB0VkiefjhCCwZw,Tim Troetschel,92100.0,,,,,,,,,,,,,,,,,,,0.0008193542855950903
qkZW_IqoBBo,UC8lVqk3EQ1wiUeyOMD24N7g,otakoyakisoba,776000.0,0.09,0.0,0.0,0.0,2.68,3.06,0.88,1.9,1.92,0.68,0.54,0.0,1.06,0.0,2.35,0.41,0.0,0.0,0.00036415746026448456
qkknfCePY8o,UCP_y6xg3u3hF3pskXosMQyQ,Canadian In Philippines,17000.0,,,,,,,,,,,,,,,,,,,0.0002341012244557401
ql1RNZzrs2E,UCikKSFqLjGXmw6Ky2GpuQhQ,The Kit Chronicles,1140.0,,,,,,,,,,,,,,,,,,,0.0010924723807934538
qlIjiP0U7iA,UCEOV7DU1UfzH05r3KBq0OaQ,Jared Hartmann,118000.0,0.5733333333333334,0.0866666666666666,0.31,0.2366666666666666,1.086666666666667,0.92,0.2199999999999999,0.6433333333333334,0.7366666666666667,0.4366666666666667,0.3666666666666667,0.3366666666666666,0.9266666666666666,0.1433333333333333,1.3433333333333335,0.8366666666666666,0.0533333333333333,1.0,0.0005462361903967269
qoNACuakc78,UCPNBc7ZRwmgk1I6j_lenAfw,The Love Train Nation,23900.0,,,,,,,,,,,,,,,,,,,0.00010924723807934537
qohm3c5K8m8,UCmUaeYKjQ7n0aMa1KjDHlQg,Travel Chronicles,35000.0,,,,,,,,,,,,,,,,,,,0.0006554834284760723
qqHxrueU4iY,UC7LmUSpRuUGzlA0Ye3s9sYQ,Chazeen,5840.0,1.88,2.53,0.0,0.18,0.0,0.0,0.0,1.2,0.84,0.56,0.0,0.0,0.03,0.0,0.09,0.0,0.0,2.0,0.0016387085711901807
qqVDjrh93xA,UCi9mzS8H-ez_30w5SCL2dmw,JREKML,1210000.0,,,,,,,,,,,,,,,,,,,6.827952379959086e-05
qsKE39fIXE4,UCKd9gq6eJCV7j5FO75q2_Fg,Frank,23800.0,,,,,,,,,,,,,,,,,,,0.0002979470129436692
qugduxazBBg,UC3ScyryU9Oy9Wse3a8OAmYQ,FRONTLINE PBS | Official,3150000.0,,,,,,,,,,,,,,,,,,,0.0010924723807934538
qvx33hV_fUY,UCkJ1rbOrsyPfBuHNfnLPm-Q,THE BOYZ,2300000.0,,,,,,,,,,,,,,,,,,,0.0010924723807934538
qwpsa6u29u0,UCKMU-I4eYw-D9QF1YdUMUlw,Calvin Castiel,207000.0,,,,,,,,,,,,,,,,,,,0.0001489735064718346
qzdU92L30NA,UC0kn28AeYnmyMi4iAUIrgiQ,TheJavierLifestyle,43800.0,0.75,0.17,0.215,1.14,0.48,0.805,0.57,0.76,0.0,0.21,1.735,0.175,0.12,1.775,0.8,0.62,0.92,1.0,0.0010924723807934538
qziP7Oa67wg,UCau87M9DnzSL5iDE9f4uVKQ,Scott Auchterlonie Music,77300.0,,,,,,,,,,,,,,,,,,,0.0004682024489114802
r3dDJtUw-XE,UCQYkvXhPNaRxlu-jAI5_5Zg,LeRoc Living Our Life Philippines,1240.0,,,,,,,,,,,,,,,,,,,0.00010572313362517294
r44uV9wRSK8,UCeJ5AjddCuEnZxtUggbzeDA,Bags Packed Family,269000.0,1.1525,0.0,0.1775,0.0525,0.5475,0.3725,0.6325000000000001,0.71,0.3575,1.335,0.915,0.4375,0.1375,0.635,0.9475,0.2875,0.4325,1.0,0.00036415746026448456
r5_rGPunG-w,UCqie0bD3ltJm2qGDbiKjm-Q,Our Half Asian Adventure,96900.0,1.715,1.78,0.0,0.89,2.285,1.455,0.495,1.255,3.0,0.76,0.09,0.0,0.63,0.24,1.635,0.385,0.0,0.0,0.0016387085711901807
r68y-IoMGtk,UClLLgUzJ-blYmmxLvv-hkGw,Rebecca Vocal Athlete,1270000.0,,,,,,,,,,,,,,,,,,,0.0010924723807934538
r6QmTo_yFRk,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,311000.0,,,,,,,,,,,,,,,,,,,2.621933713904289e-05
r8Eek4UDtaQ,UCVv-y0k91qAA-uI_K46UBvg,Dabble and Travel,583000.0,,,,,,,,,,,,,,,,,,,0.00013109668569521446
rA5HR1G8rfI,UCFHhnyA9HGtBxGhtMQ_FEpQ,The Front,540000.0,,,,,,,,,,,,,,,,,,,0.0008193542855950903
rDwuNncdXkI,UCqlthGjbLIci7i3x2gk8P4Q,Nadir On The Go,539000.0,0.7250000000000001,0.0,0.2,0.56,0.265,0.0,0.4,0.155,0.14,0.365,0.63,0.05,0.0,0.02,0.0,0.0,0.0,1.0,0.0004682024489114802
rE7d8tNmxJo,UCqdBWKP4_8bU-Rsk2LvVz6Q,BecomingFilipino,1140000.0,,,,,,,,,,,,,,,,,,,0.0001560674829704934
rEt8Cfm0DLs,UCqEnWAU8x9752h2t-8x8gNw,Living With Grace In Japan,3150.0,,,,,,,,,,,,,,,,,,,0.0010924723807934538
rGBo_Xr5JT8,UCK3ifkouRrKpmS1yiXSLhsQ,TOP 100 Travel,691.0,,,,,,,,,,,,,,,,,,,0.0016387085711901807
rGI-ybl6hmQ,UC1Uvuror_cl9cRcl3h8QhSg,Dr Laway,43900.0,1.52,0.57,2.5,0.17,0.37,0.04,0.0,1.72,0.0,0.76,0.0,1.78,0.08,0.0,0.0,0.0,0.12,1.0,0.0010924723807934538
rH0goRmv83s,UC_hN8xs99S6jnMdYCuJgoJA,Pinoy Planet,97800.0,0.92,2.51,0.0,0.0,0.0,0.0,0.0,0.08,0.74,0.0,0.0,0.18,0.11,0.0,1.15,1.57,2.63,2.0,3.6015572993190784e-05
rJ3BBhCpx4M,UCJsUPQs-NSevvUxKmtvdQxw,International Jasper 🇵🇭,56800.0,,,,,,,,,,,,,,,,,,,0.0006554834284760723
rL7THDp44bo,UCO5Jeark1e_JP36mY3ua19g,The Commodity,98300.0,0.5775,0.0,0.3249999999999999,0.5925,0.29,1.1475,0.5775,0.44,0.05,0.95,0.5775,0.655,1.0925,0.2325,0.2025,0.315,0.04,1.0,6.18380592901955e-05
rMhh-T_3850,UCu_qyK-ytRUct82zucRBpwQ,Vin's Korean class,7280.0,,,,,,,,,,,,,,,,,,,0.0016387085711901807
rPaYydO--dU,UC34uT3C8-_AyHTLnZxdzIuw,Ingrid in Bosnia,81700.0,0.2568421052631578,0.0194736842105263,0.2178947368421052,0.3268421052631579,0.7684210526315789,1.0557894736842104,0.4515789473684211,0.4010526315789474,0.8289473684210527,0.7910526315789475,0.3468421052631579,0.2657894736842105,0.648421052631579,0.1963157894736842,0.5221052631578947,0.3757894736842105,0.0394736842105263,1.0,0.0005462361903967269
rQ0zqHlIs3A,UCSrMrcpvabewFQCSBRUAiWw,The Trips,12200.0,2.19,0.08,0.18,2.0,0.0,0.48,0.0,1.71,0.0,1.01,1.93,2.27,0.0,0.59,0.0,0.0,0.0,1.0,0.0005462361903967269
rSlt7kxx1fk,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,1230000.0,1.1385714285714286,0.3757142857142857,0.5314285714285715,0.6328571428571428,0.3071428571428571,0.5928571428571429,0.1842857142857143,0.8142857142857143,0.3442857142857143,0.6971428571428572,0.5157142857142857,0.0257142857142857,0.3071428571428571,0.0071428571428571,0.5071428571428571,0.8671428571428572,0.2457142857142857,1.0,2.074314647076178e-05
rTXxkwnfLQw,UC5wQUM_uqQ6bo6zxvEG6QJw,Proudly Nomadic,12000.0,0.02,0.0,0.0,0.29,2.065,0.0,0.235,2.345,2.22,0.905,0.135,0.0,0.04,0.035,1.155,0.175,0.0,0.0,0.0002341012244557401
rTgV48kZuts,UCe3PDv7F4Uex3ii9zdMbvWQ,LifeBeyondTheSea - Philippines Podcast,133000.0,,,,,,,,,,,,,,,,,,,0.00040967714279754517
rUqY_dUpCDY,UCRrUJKpFAGgA9WVjSWhgk2Q,KIM n LEE,95200.0,0.0,0.0,0.18,0.0,1.71,2.38,1.57,2.69,1.87,0.0,0.52,0.0,0.0,0.0,2.72,2.78,0.0,0.0,0.00011301438422001247
rVv4f68pPoA,UC5fQirmGG9V8ftLwuAcB1Ag,Hector Cermeño,110000.0,0.08,0.0,0.21,0.6433333333333333,1.7533333333333332,1.656666666666667,0.51,1.5766666666666669,2.32,1.51,0.0,0.0,0.11,0.0633333333333333,2.3666666666666667,1.5433333333333332,0.1033333333333333,0.0,0.0008193542855950903
r_sGpp6plHQ,UC22s8H_E-F6-KfCGWVyYDQQ,Brazilian and Filipino couple - Van e Rico ,44500.0,0.94,1.48,0.0,2.02,0.11,0.295,0.095,0.66,1.36,0.635,0.05,0.13,0.095,0.05,1.225,0.6749999999999999,0.0,2.0,0.0016387085711901807
rbCTleUcjqc,UCps-DY2gS0h4fowXa92HQKw,A Better Life in the Philippines,2200.0,,,,,,,,,,,,,,,,,,,0.0010924723807934538
rbvXpMfZl2I,UCRzPUBhXUZHclB7B5bURFXw,Eater,3860000.0,0.47,0.145,0.545,0.795,2.655,1.84,1.51,2.75,2.575,1.745,0.01,0.0,1.17,0.33,2.21,0.5,0.01,0.0,0.00021849447615869075
ricDgJt5sCQ,UC5QCza-qtDmujX_lzIs9SJw,세부부부,111000.0,2.01,0.0,0.0,0.0,0.85,1.9,0.92,0.0,1.41,0.95,0.0,0.0,1.29,0.0,1.19,0.28,2.81,0.0,0.0005462361903967269
rlIV6RC-sK4,UCTPxMCyJyYGF6H0eBhOvgsA,Pinay mom's blogs,7390.0,,,,,,,,,,,,,,,,,,,0.0001724956390726506
rmQDjbvJVik,UCpsivHVNaBnIAPhkLBZcWQg,Zane Travel,129000.0,0.395,0.1,0.0,2.0,0.23,0.0,0.05,0.185,0.275,1.36,1.035,0.035,0.48,0.23,0.8999999999999999,0.885,0.0,1.0,0.0005462361903967269
rnd9Hqot5RY,UCKie0svsFyBBsKaQIA4hx-w,American Entrepreneur in the Philippines,9850.0,1.02,0.25,0.0,2.14,0.77,0.0,0.1,1.76,1.33,1.98,1.47,2.19,0.4,0.0,0.0,0.21,0.0,1.0,0.00020483857139877258
